Index,Gender,Place,Location,Date,Type,Label
Usuario676,Female,Islas Marietas,Centro,junio de 2015,Friends,5
Usuario1296,Male,Islas Marietas,Occidente,diciembre de 2014,Friends,5
Usuario1383,Female,Islas Marietas,Occidente,julio de 2014,Alone,5
Usuario2174,Female,The Jazz Foundation,Noroeste,julio de 2014,Family,5
Usuario1121,Female,Islas Marietas,Noreste,septiembre de 2015,Family,5
Usuario1530,Female,Manantial La Tovara,Estados Unidos,noviembre de 2016,Family,5
Usuario1411,Female,Islas Marietas,Occidente,mayo de 2016,Family,5
Usuario406,Female,Islas Marietas,Canada,febrero de 2016,Friends,5
Usuario1391,Female,Islas Marietas,Occidente,diciembre de 2014,Couple,5
Usuario971,Female,Islas Marietas,Estados Unidos,enero de 2016,Friends,5
Usuario249,Female,Isla de Coral,Centro,agosto de 2017,Friends,5
Usuario691,Female,Islas Marietas,Centro,julio de 2015,Family,5
Usuario522,Male,Islas Marietas,Centro,agosto de 2016,Couple,5
Usuario1379,Female,Islas Marietas,Occidente,diciembre de 2015,Alone,5
Usuario1275,Male,Islas Marietas,Occidente,febrero de 2018,Family,5
Usuario1845,Male,Playa Los Muertos,Estados Unidos,mayo de 2016,Couple,5
Usuario478,Male,Islas Marietas,Centro,diciembre de 2015,Family,5
Usuario1623,Male,Playa Destiladeras,Canada,febrero de 2015,Friends,5
Usuario1537,Male,Manantial La Tovara,Noroeste,diciembre de 2015,Family,5
Usuario551,Male,Islas Marietas,Centro,octubre de 2014,Business,5
Usuario1086,Male,Islas Marietas,Noreste,octubre de 2014,Family,5
Usuario2208,Female,The Jazz Foundation,Occidente,marzo de 2018,Family,5
Usuario650,Female,Islas Marietas,Centro,agosto de 2018,Alone,5
Usuario1326,Female,Islas Marietas,Occidente,marzo de 2013,Couple,5
Usuario1472,Female,Islas Marietas,Sureste,enero de 2015,Business,5
Usuario1051,Female,Islas Marietas,Estados Unidos,febrero de 2015,Friends,5
Usuario415,Female,Islas Marietas,Canada,marzo de 2015,Friends,5
Usuario292,Male,Islas Marietas,Argentina,enero de 2017,Couple,5
Usuario2155,Female,The Jazz Foundation,Estados Unidos,agosto de 2016,Family,5
Usuario1377,Female,Islas Marietas,Occidente,enero de 2016,Friends,5
Usuario1564,Female,Manantial La Tovara,Occidente,diciembre de 2018,Family,5
Usuario180,Male,Galerias Vallarta,Centro,noviembre de 2016,Family,5
Usuario1091,Male,Islas Marietas,Noreste,marzo de 2015,Couple,5
Usuario1517,Female,Manantial La Tovara,Centro,marzo de 2019,Family,5
Usuario1758,Female,Playa El Anclote,Occidente,septiembre de 2015,Friends,5
Usuario56,Female,Bucerias Art Walk,Canada,enero de 2016,Couple,5
Usuario1944,Male,Playa Los Muertos,Occidente,enero de 2019,Friends,5
Usuario946,Female,Islas Marietas,Estados Unidos,abril de 2017,Family,5
Usuario343,Male,Islas Marietas,Canada,junio de 2013,Couple,5
Usuario535,Male,Islas Marietas,Centro,junio de 2015,Couple,5
Usuario612,Female,Islas Marietas,Centro,julio de 2017,Friends,5
Usuario1473,Female,Islas Marietas,Sureste,febrero de 2015,Family,5
Usuario1907,Female,Playa Los Muertos,Noreste,noviembre de 2016,Couple,5
Usuario659,Female,Islas Marietas,Centro,enero de 2015,Friends,5
Usuario644,Female,Islas Marietas,Centro,marzo de 2016,Family,5
Usuario582,Male,Islas Marietas,Centro,mayo de 2015,Family,5
Usuario1772,Female,Playa Los Muertos,Australia,noviembre de 2015,Couple,5
Usuario215,Female,Galerias Vallarta,Occidente,diciembre de 2015,Family,5
Usuario1873,Female,Playa Los Muertos,Estados Unidos,junio de 2017,Couple,5
Usuario2058,Female,The Jazz Foundation,Canada,julio de 2013,Couple,5
Usuario1708,Male,Playa Destiladeras,Occidente,abril de 2016,Family,5
Usuario1234,Male,Islas Marietas,Occidente,septiembre de 2015,Family,5
Usuario1342,Female,Islas Marietas,Occidente,marzo de 2015,Family,5
Usuario1251,Male,Islas Marietas,Occidente,marzo de 2015,Alone,5
Usuario1533,Female,Manantial La Tovara,Estados Unidos,abril de 2015,Family,5
Usuario1465,Male,Islas Marietas,Sureste,agosto de 2016,Family,5
Usuario1352,Female,Islas Marietas,Occidente,diciembre de 2014,Family,5
Usuario145,Male,Cerro de la Contaduria,Occidente,diciembre de 2015,Family,5
Usuario1283,Male,Islas Marietas,Occidente,enero de 2018,Business,5
Usuario1905,Female,Playa Los Muertos,Noreste,mayo de 2016,Couple,5
Usuario1184,Male,Islas Marietas,Noroeste,abril de 2016,Friends,5
Usuario1955,Female,Playa Los Muertos,Occidente,abril de 2016,Family,5
Usuario2260,Male,Santuario de Cocodrilos El Cora,Occidente,julio de 2015,Friends,5
Usuario605,Female,Islas Marietas,Centro,marzo de 2013,Family,5
Usuario541,Male,Islas Marietas,Centro,octubre de 2014,Friends,5
Usuario1786,Female,Playa Los Muertos,Canada,diciembre de 2015,Couple,5
Usuario1737,Female,Playa Destiladeras,Sureste,marzo de 2016,Friends,5
Usuario617,Female,Islas Marietas,Centro,agosto de 2014,Friends,5
Usuario2243,Female,Santuario de Cocodrilos El Cora,Centro,agosto de 2018,Family,5
Usuario499,Male,Islas Marietas,Centro,marzo de 2016,Couple,5
Usuario967,Female,Islas Marietas,Estados Unidos,junio de 2015,Alone,5
Usuario715,Female,Islas Marietas,Centro,mayo de 2013,Couple,5
Usuario516,Male,Islas Marietas,Centro,noviembre de 2016,Couple,5
Usuario1567,Female,Manantial La Tovara,Occidente,marzo de 2016,Family,5
Usuario2210,Female,The Jazz Foundation,Occidente,junio de 2016,Family,5
Usuario609,Female,Islas Marietas,Centro,febrero de 2016,Friends,5
Usuario1484,Female,Islas Marietas,Sureste,abril de 2016,Couple,5
Usuario1716,Male,Playa Destiladeras,Occidente,mayo de 2015,Family,5
Usuario536,Male,Islas Marietas,Centro,junio de 2017,Couple,5
Usuario1467,Male,Islas Marietas,Sureste,noviembre de 2015,Family,5
Usuario157,Female,Cerro de la Contaduria,Occidente,diciembre de 2015,Family,5
Usuario208,Male,Galerias Vallarta,Occidente,enero de 2019,Alone,5
Usuario1562,Female,Manantial La Tovara,Occidente,junio de 2018,Family,5
Usuario62,Female,Bucerias Art Walk,Canada,enero de 2016,Friends,5
Usuario1480,Female,Islas Marietas,Sureste,septiembre de 2015,Friends,5
Usuario864,Male,Islas Marietas,Estados Unidos,febrero de 2015,Friends,5
Usuario854,Male,Islas Marietas,Estados Unidos,abril de 2016,Friends,5
Usuario1565,Female,Manantial La Tovara,Occidente,septiembre de 2020,Family,5
Usuario1209,Female,Islas Marietas,Noruega,septiembre de 2014,Friends,5
Usuario1345,Female,Islas Marietas,Occidente,enero de 2017,Family,5
Usuario174,Female,Galerias Vallarta,Canada,febrero de 2017,Couple,5
Usuario188,Male,Galerias Vallarta,Estados Unidos,junio de 2016,Family,5
Usuario1138,Female,Islas Marietas,Noreste,diciembre de 2018,Couple,5
Usuario184,Male,Galerias Vallarta,Estados Unidos,julio de 2017,Couple,5
Usuario891,Female,Islas Marietas,Estados Unidos,junio de 2017,Family,5
Usuario1837,Male,Playa Los Muertos,Estados Unidos,julio de 2017,Family,5
Usuario833,Male,Islas Marietas,Estados Unidos,marzo de 2017,Couple,5
Usuario1216,Male,Islas Marietas,Occidente,julio de 2014,Family,5
Usuario1673,Male,Playa Destiladeras,Estados Unidos,noviembre de 2014,Friends,5
Usuario750,Female,Islas Marietas,Dinamarca,noviembre de 2016,Couple,5
Usuario1903,Male,Playa Los Muertos,Noreste,julio de 2017,Family,5
Usuario1485,Female,Islas Marietas,Sureste,septiembre de 2015,Friends,5
Usuario2106,Male,The Jazz Foundation,Estados Unidos,junio de 2016,Family,5
Usuario240,Male,Isla de Coral,Centro,septiembre de 2016,Family,5
Usuario1166,Male,Islas Marietas,Noroeste,abril de 2014,Couple,5
Usuario1895,Female,Playa Los Muertos,Israel,julio de 2018,Couple,5
Usuario137,Male,Cerro de la Contaduria,Estados Unidos,diciembre de 2018,Couple,5
Usuario576,Male,Islas Marietas,Centro,abril de 2013,Friends,5
Usuario1331,Female,Islas Marietas,Occidente,febrero de 2015,Family,5
Usuario521,Male,Islas Marietas,Centro,agosto de 2015,Couple,5
Usuario502,Male,Islas Marietas,Centro,marzo de 2017,Couple,5
Usuario305,Female,Islas Marietas,Argentina,marzo de 2013,Couple,5
Usuario2052,Female,The Jazz Foundation,Canada,marzo de 2017,Family,5
Usuario695,Female,Islas Marietas,Centro,diciembre de 2013,Family,5
Usuario264,Male,Isla de Coral,Occidente,junio de 2016,Couple,5
Usuario1534,Male,Manantial La Tovara,Noreste,julio de 2014,Family,5
Usuario537,Male,Islas Marietas,Centro,agosto de 2013,Friends,5
Usuario2223,Female,The Jazz Foundation,Occidente,julio de 2018,Family,5
Usuario16,Male,Bahia de Matanchen,Occidente,febrero de 2017,Family,5
Usuario867,Male,Islas Marietas,Estados Unidos,marzo de 2017,Couple,5
Usuario1651,Male,Playa Destiladeras,Centro,enero de 2019,Couple,5
Usuario716,Female,Islas Marietas,Centro,diciembre de 2015,Family,5
Usuario1991,Female,Splash Water Park,Estados Unidos,abril de 2014,Family,5
Usuario1690,Female,Playa Destiladeras,Noroeste,septiembre de 2018,Couple,5
Usuario1125,Female,Islas Marietas,Noreste,octubre de 2018,Couple,5
Usuario906,Female,Islas Marietas,Estados Unidos,marzo de 2015,Friends,5
Usuario2018,Male,Splash Water Park,Occidente,julio de 2012,Family,5
Usuario304,Female,Islas Marietas,Argentina,abril de 2016,Alone,5
Usuario1035,Female,Islas Marietas,Estados Unidos,julio de 2018,Family,5
Usuario2024,Female,Splash Water Park,Occidente,octubre de 2014,Family,5
Usuario1106,Male,Islas Marietas,Noreste,junio de 2018,Couple,5
Usuario385,Female,Islas Marietas,Canada,septiembre de 2014,Couple,5
Usuario2152,Female,The Jazz Foundation,Estados Unidos,enero de 2016,Friends,5
Usuario1365,Female,Islas Marietas,Occidente,mayo de 2016,Couple,5
Usuario1207,Female,Islas Marietas,Noroeste,junio de 2015,Friends,5
Usuario2241,Male,Santuario de Cocodrilos El Cora,Occidente,noviembre de 2018,Family,5
Usuario12,Male,Bahia de Matanchen,Occidente,diciembre de 2015,Family,5
Usuario1167,Male,Islas Marietas,Noroeste,marzo de 2016,Family,5
Usuario1607,Female,Mercado del Pueblo Sayulita,Estados Unidos,noviembre de 2016,Friends,5
Usuario673,Female,Islas Marietas,Centro,mayo de 2017,Couple,5
Usuario637,Female,Islas Marietas,Centro,diciembre de 2016,Family,5
Usuario1374,Female,Islas Marietas,Occidente,enero de 2013,Friends,5
Usuario1576,Male,Manantial La Tovara,Sureste,noviembre de 2014,Friends,5
Usuario546,Male,Islas Marietas,Centro,diciembre de 2015,Family,5
Usuario1644,Female,Playa Destiladeras,Canada,febrero de 2015,Couple,5
Usuario1674,Female,Playa Destiladeras,Estados Unidos,noviembre de 2016,Friends,5
Usuario1490,Female,Islas Marietas,Uruguay,noviembre de 2014,Couple,5
Usuario1232,Male,Islas Marietas,Occidente,mayo de 2016,Friends,5
Usuario1575,Male,Manantial La Tovara,Paises Bajos,diciembre de 2014,Couple,5
Usuario1088,Male,Islas Marietas,Noreste,abril de 2015,Couple,5
Usuario1551,Male,Manantial La Tovara,Occidente,septiembre de 2018,Family,5
Usuario1693,Male,Playa Destiladeras,Occidente,julio de 2014,Friends,5
Usuario2162,Female,The Jazz Foundation,Noreste,junio de 2016,Family,5
Usuario2114,Male,The Jazz Foundation,Estados Unidos,abril de 2016,Family,5
Usuario847,Male,Islas Marietas,Estados Unidos,mayo de 2015,Friends,5
Usuario1095,Male,Islas Marietas,Noreste,julio de 2015,Family,5
Usuario1787,Female,Playa Los Muertos,Canada,julio de 2017,Couple,5
Usuario507,Male,Islas Marietas,Centro,mayo de 2017,Family,5
Usuario1894,Female,Playa Los Muertos,Estados Unidos,octubre de 2015,Friends,5
Usuario488,Male,Islas Marietas,Centro,septiembre de 2014,Family,5
Usuario178,Female,Galerias Vallarta,Canada,febrero de 2019,Alone,5
Usuario310,Female,Islas Marietas,Argentina,enero de 2015,Family,5
Usuario1220,Male,Islas Marietas,Occidente,diciembre de 2013,Family,5
Usuario1948,Female,Playa Los Muertos,Occidente,diciembre de 2016,Family,5
Usuario1535,Male,Manantial La Tovara,Noreste,octubre de 2019,Family,5
Usuario288,Male,Islas Marietas,Argentina,diciembre de 2014,Business,5
Usuario1499,N/I,Manantial La Tovara,Argentina,diciembre de 2013,Alone,5
Usuario757,Female,Islas Marietas,Espania,mayo de 2016,Friends,5
Usuario1771,Female,Playa Los Muertos,Argentina,noviembre de 2017,Couple,5
Usuario1052,Female,Islas Marietas,Estados Unidos,mayo de 2015,Friends,5
Usuario1657,Female,Playa Destiladeras,Centro,enero de 2015,Couple,5
Usuario1048,Female,Islas Marietas,Estados Unidos,septiembre de 2015,Friends,5
Usuario1334,Female,Islas Marietas,Occidente,febrero de 2014,Family,5
Usuario660,Female,Islas Marietas,Centro,abril de 2016,Family,5
Usuario711,Female,Islas Marietas,Centro,febrero de 2015,Family,5
Usuario0,Male,Playa Los Muertos,Alemania,abril de 2017,Couple,5
Usuario679,Female,Islas Marietas,Centro,febrero de 2013,Friends,5
Usuario2099,Male,The Jazz Foundation,Estados Unidos,abril de 2016,Family,5
Usuario955,Female,Islas Marietas,Estados Unidos,enero de 2017,Couple,5
Usuario1492,Female,Islas Marietas,Uruguay,julio de 2015,Couple,5
Usuario1646,Female,Playa Destiladeras,Canada,marzo de 2014,Family,5
Usuario367,Male,Islas Marietas,Canada,febrero de 2015,Friends,5
Usuario868,Male,Islas Marietas,Estados Unidos,agosto de 2013,Alone,5
Usuario276,Female,Isla Isabel,Estados Unidos,febrero de 2017,Couple,5
Usuario1287,Male,Islas Marietas,Occidente,marzo de 2016,Couple,5
Usuario1094,Male,Islas Marietas,Noreste,julio de 2015,Family,5
Usuario203,Male,Galerias Vallarta,Occidente,julio de 2016,Family,5
Usuario2158,Male,The Jazz Foundation,Noreste,julio de 2016,Family,5
Usuario403,Female,Islas Marietas,Canada,agosto de 2016,Friends,5
Usuario1545,Male,Manantial La Tovara,Occidente,noviembre de 2012,Friends,5
Usuario771,Male,Islas Marietas,Estados Unidos,abril de 2017,Couple,5
Usuario538,Male,Islas Marietas,Centro,mayo de 2014,Friends,5
Usuario154,Male,Cerro de la Contaduria,Occidente,octubre de 2015,Family,5
Usuario285,Male,Islas Marietas,Argentina,julio de 2016,Friends,5
Usuario603,Female,Islas Marietas,Centro,mayo de 2019,Couple,5
Usuario1327,Female,Islas Marietas,Occidente,marzo de 2013,Couple,5
Usuario633,Female,Islas Marietas,Centro,noviembre de 2015,Family,5
Usuario2190,Male,The Jazz Foundation,Occidente,noviembre de 2012,Family,5
Usuario1031,Female,Islas Marietas,Estados Unidos,marzo de 2017,Friends,5
Usuario1670,Male,Playa Destiladeras,Estados Unidos,diciembre de 2012,Friends,5
Usuario1718,Male,Playa Destiladeras,Occidente,abril de 2018,Family,5
Usuario1025,Female,Islas Marietas,Estados Unidos,enero de 2016,Alone,5
Usuario649,Female,Islas Marietas,Centro,mayo de 2015,Couple,5
Usuario1796,Male,Playa Los Muertos,Centro,diciembre de 2015,Family,5
Usuario342,Male,Islas Marietas,Canada,noviembre de 2016,Alone,5
Usuario51,Female,Bucerias Art Walk,Canada,enero de 2017,Friends,5
Usuario1075,Male,Islas Marietas,italia,diciembre de 2012,Friends,5
Usuario465,Male,Islas Marietas,Centro,mayo de 2017,Family,5
Usuario1280,Male,Islas Marietas,Occidente,abril de 2015,Family,5
Usuario1495,Female,Islas Marietas,Venezuela,diciembre de 2015,Family,5
Usuario350,Male,Islas Marietas,Canada,enero de 2015,Alone,5
Usuario1669,Male,Playa Destiladeras,Estados Unidos,mayo de 2018,Couple,5
Usuario368,Male,Islas Marietas,Canada,abril de 2015,Couple,5
Usuario1078,Male,Islas Marietas,Nicaragua,marzo de 2016,Friends,5
Usuario1719,Male,Playa Destiladeras,Occidente,abril de 2016,Family,5
Usuario1370,Female,Islas Marietas,Occidente,octubre de 2015,Friends,5
Usuario1014,Female,Islas Marietas,Estados Unidos,julio de 2016,Friends,5
Usuario160,Female,Cerro de la Contaduria,Occidente,noviembre de 2014,Couple,5
Usuario1826,Female,Playa Los Muertos,Centro,octubre de 2015,Friends,5
Usuario1169,Male,Islas Marietas,Noroeste,agosto de 2017,Alone,5
Usuario1269,Male,Islas Marietas,Occidente,febrero de 2016,Business,5
Usuario515,Male,Islas Marietas,Centro,marzo de 2017,Couple,5
Usuario491,Male,Islas Marietas,Centro,noviembre de 2015,Friends,5
Usuario1769,Female,Playa Los Muertos,Argentina,mayo de 2019,Alone,5
Usuario287,Male,Islas Marietas,Argentina,abril de 2019,Couple,5
Usuario1608,Female,Mercado del Pueblo Sayulita,Estados Unidos,enero de 2019,Family,5
Usuario2233,Male,The Jazz Foundation,Sureste,septiembre de 2015,Couple,5
Usuario1757,Male,Playa El Anclote,Occidente,junio de 2016,Alone,5
Usuario434,Female,Islas Marietas,Canada,noviembre de 2015,Friends,5
Usuario92,Female,Bucerias Art Walk,Estados Unidos,mayo de 2017,Friends,5
Usuario246,Female,Isla de Coral,Centro,febrero de 2016,Friends,5
Usuario1833,Male,Playa Los Muertos,Estados Unidos,mayo de 2016,Couple,5
Usuario1140,Female,Islas Marietas,Noreste,agosto de 2014,Family,5
Usuario1301,Male,Islas Marietas,Occidente,enero de 2016,Friends,5
Usuario1849,Female,Playa Los Muertos,Estados Unidos,marzo de 2016,Couple,5
Usuario2146,Female,The Jazz Foundation,Estados Unidos,marzo de 2017,Family,5
Usuario978,Female,Islas Marietas,Estados Unidos,mayo de 2015,Friends,5
Usuario936,Female,Islas Marietas,Estados Unidos,marzo de 2017,Family,5
Usuario44,Female,Bucerias Art Walk,Canada,febrero de 2014,Friends,5
Usuario1313,Male,Islas Marietas,Occidente,septiembre de 2015,Friends,5
Usuario1340,Female,Islas Marietas,Occidente,julio de 2015,Family,5
Usuario1638,Female,Playa Destiladeras,Canada,febrero de 2019,Friends,5
Usuario1847,Male,Playa Los Muertos,Estados Unidos,marzo de 2016,Family,5
Usuario686,Female,Islas Marietas,Centro,mayo de 2016,Family,5
Usuario1599,Male,Mercado del Pueblo Sayulita,Estados Unidos,enero de 2013,Couple,5
Usuario1913,Male,Playa Los Muertos,Noroeste,marzo de 2018,Couple,5
Usuario707,Female,Islas Marietas,Centro,octubre de 2014,Couple,5
Usuario880,Male,Islas Marietas,Estados Unidos,abril de 2017,Alone,5
Usuario554,Male,Islas Marietas,Centro,marzo de 2016,Family,5
Usuario1775,Male,Playa Los Muertos,Canada,enero de 2017,Couple,5
Usuario512,Male,Islas Marietas,Centro,enero de 2014,Family,5
Usuario853,Male,Islas Marietas,Estados Unidos,abril de 2017,Couple,5
Usuario727,Male,Islas Marietas,Chile,marzo de 2019,Couple,5
Usuario1427,Male,Islas Marietas,Reino Unido,febrero de 2017,Couple,5
Usuario383,Female,Islas Marietas,Canada,agosto de 2014,Family,5
Usuario35,Male,Bucerias Art Walk,Canada,marzo de 2019,Couple,5
Usuario1501,Male,Manantial La Tovara,Canada,febrero de 2014,Couple,5
Usuario1553,Male,Manantial La Tovara,Occidente,febrero de 2016,Friends,5
Usuario1181,Male,Islas Marietas,Noroeste,febrero de 2014,Couple,5
Usuario135,Female,Cerro de la Contaduria,Centro,octubre de 2016,Friends,5
Usuario567,Male,Islas Marietas,Centro,marzo de 2016,Couple,5
Usuario2086,Female,The Jazz Foundation,Centro,diciembre de 2015,Family,5
Usuario573,Male,Islas Marietas,Centro,julio de 2015,Couple,5
Usuario1604,Female,Mercado del Pueblo Sayulita,Estados Unidos,marzo de 2015,Friends,5
Usuario1316,Female,Islas Marietas,Occidente,abril de 2015,Couple,5
Usuario688,Female,Islas Marietas,Centro,julio de 2015,Family,5
Usuario1668,Male,Playa Destiladeras,Estados Unidos,julio de 2016,Family,5
Usuario1561,Male,Manantial La Tovara,Occidente,marzo de 2017,Family,5
Usuario1633,Female,Playa Destiladeras,Canada,marzo de 2017,Couple,5
Usuario1393,Female,Islas Marietas,Occidente,julio de 2014,Family,5
Usuario1486,Female,Islas Marietas,Sureste,septiembre de 2015,Couple,5
Usuario1115,Male,Islas Marietas,Noreste,marzo de 2015,Couple,5
Usuario1860,Female,Playa Los Muertos,Estados Unidos,abril de 2016,Family,5
Usuario1309,Male,Islas Marietas,Occidente,agosto de 2015,Family,5
Usuario1688,Female,Playa Destiladeras,Noreste,agosto de 2013,Family,5
Usuario885,Female,Islas Marietas,Estados Unidos,abril de 2016,Alone,5
Usuario723,Male,Islas Marietas,Chile,abril de 2017,Alone,5
Usuario1293,Male,Islas Marietas,Occidente,enero de 2016,Couple,5
Usuario1707,Male,Playa Destiladeras,Occidente,enero de 2013,Family,5
Usuario1840,Male,Playa Los Muertos,Estados Unidos,marzo de 2016,Couple,5
Usuario697,Female,Islas Marietas,Centro,abril de 2016,Couple,5
Usuario766,Male,Islas Marietas,Estados Unidos,marzo de 2017,Couple,5
Usuario161,Female,Cerro de la Contaduria,Occidente,enero de 2014,Friends,5
Usuario2076,Female,The Jazz Foundation,Centro,diciembre de 2013,Family,5
Usuario1636,Female,Playa Destiladeras,Canada,abril de 2017,Couple,5
Usuario1033,Female,Islas Marietas,Estados Unidos,febrero de 2016,Friends,5
Usuario1532,Female,Manantial La Tovara,Estados Unidos,diciembre de 2015,Family,5
Usuario1212,Male,Islas Marietas,Occidente,diciembre de 2013,Couple,5
Usuario256,Male,Isla de Coral,Noroeste,octubre de 2016,Friends,5
Usuario775,Male,Islas Marietas,Estados Unidos,enero de 2017,Family,5
Usuario1188,Female,Islas Marietas,Noroeste,mayo de 2017,Family,5
Usuario1191,Female,Islas Marietas,Noroeste,julio de 2014,Family,5
Usuario201,Male,Galerias Vallarta,Noroeste,noviembre de 2014,Couple,5
Usuario1961,Male,Playa Los Muertos,Sureste,enero de 2017,Couple,5
Usuario2132,Female,The Jazz Foundation,Estados Unidos,noviembre de 2016,Family,5
Usuario1030,Female,Islas Marietas,Estados Unidos,diciembre de 2015,Friends,5
Usuario1656,Female,Playa Destiladeras,Centro,junio de 2019,Friends,5
Usuario1664,Male,Playa Destiladeras,Estados Unidos,febrero de 2016,Friends,5
Usuario2244,Female,Santuario de Cocodrilos El Cora,Occidente,julio de 2018,Family,5
Usuario18,Male,Bahia de Matanchen,Occidente,febrero de 2014,Family,5
Usuario729,Male,Islas Marietas,Chile,enero de 2017,Couple,5
